ID Estacion,Autoridad Ambiental,Estacion,Latitud,Longitud,Variable,Unidades,Tiempo de exposición (horas),a�o,Promedio,Suma,No. de datos,Representatividad Temporal,Excedencias limite actual,Porcentaje excedencias limite actual,Mediana,Percentil 98,Maximo,Fechas/horas del maximo,Minimo,Fechas/horas del mi�nimo,Dias de excedencias,Codigo del Departamento,Nombre del Departamento,Codigo del Municipio,Nombre del Municipio,Tipo de Estacion
"29,617",CAR,BRICEÑO,4.943088889,-73.96195833,PM10,ugm3,24,"2,015",65.2,"20,413.96",313,86,9,2.88,63.9,103.4,148.6,12/6/2015,8,24/04/2015,9,25,CUNDINAMARCA,25758,SOPÓ,Fija
"20,383",CORANTIOQUIA,ALTAVISTA,6.222584,-75.628207,PM10,ugm3,24,"2,015",65.5,"21,411.92",327,90,7,2.14,65.3,100.8,117.6,25/06/2015,22.4,18/05/2015,7,5,ANTIOQUIA,5001,MEDELLÍN,Fija
"8,214",SDA,KENNEDY,4.62505,-74.161333,PM10,ugm3,24,"2,015",66.2,"23,970.32",362,99,29,8.01,63.4,118.6,151.9,24/02/2015 0:00,28.8,04/01/2015 00:00:00 - 28/06/2015 00:00:00,29,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Fija
"8,214",SDA,KENNEDY,4.62505,-74.161333,PM10,ugm3,1,"2,015",66.3,"577,345","8,707",99,0,0,58,158,335,9/7/2015 8:00,12,27/07/2015 04:00:00 - 31/12/2015 01:00:00,0,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Fija
"9,038",CORPONOR,PANAMERICANO,7.937183,-72.503775,PM10,ugm3,24,"2,015",66.4,"5,114.10",77,63,0,0,67.2,84,85.2,17/09/2015,41.6,3/12/2015,0,54,NORTE DE SANTANDER,54001,CÚCUTA,Fija
"9,048",CORPOCESAR,LA JAGUA VÍA,9.565528,-73.332639,PM10,ugm3,24,"2,015",66.6,"6,462.14",97,80,7,7.22,65.9,116.2,141.1,14/03/2015,18.3,22/04/2015,7,20,CESAR,20400,LA JAGUA DE IBIRICO,Fija
"8,226",CRC,SANTANDER,3.005131,-76.481559,PM10,ugm3,1,"2,015",67.6,"30,507.46",451,5,0,0,61,182,270.2,29/07/2015 18:00,11,02/10/2015 02:00:00 - 11/10/2015 07:00:00,0,19,CAUCA,19698,SANTANDER DE QUILICHAO,Indicativa
"8,226",CRC,SANTANDER,3.005131,-76.481559,PM10,ugm3,24,"2,015",68,"1,291.55",19,5,0,0,67.5,97,99.2,25/07/2015 0:00,36.8,1/10/2015 0:00,0,19,CAUCA,19698,SANTANDER DE QUILICHAO,Indicativa
"8,247",CAR,LOS SAUCES,4.525166711,-74.2435349,PM10,ugm3,24,"2,015",68.7,"21,506.93",313,86,26,8.31,66.4,119.6,141.4,7/12/2015,8.6,24/04/2015,26,25,CUNDINAMARCA,25740,SIBATÉ,Fija
"30,472",CORPOCESAR,COSTA HERMOSA,9.623667,-73.586389,PM10,ugm3,24,"2,015",69.1,"5,663.96",82,67,8,9.76,65.2,129.9,144.4,3/7/2015,18.6,3/11/2015,8,20,CESAR,20250,EL PASO,Fija
"8,251",CAR,PATIO BONITO,5.129058937,-73.89588519,PM10,ugm3,24,"2,015",77.5,"28,284.94",365,100,0,0,77.5,79.8,80.8,10/5/2015,73.8,19/11/2015,0,25,CUNDINAMARCA,25486,NEMOCÓN,Fija
"8,776",CVC,ACOPI,3.49625,-76.506972,PM10,ugm3,24,"2,015",79.6,"7,167.45",90,25,19,21.11,72.7,182.3,190.2,10/11/2015 0:00,21.7,25/10/2015 0:00,19,76,VALLE DEL CAUCA,76892,YUMBO,Fija
"8,776",CVC,ACOPI,3.49625,-76.506972,PM10,ugm3,1,"2,015",79.9,"170,680.48","2,135",24,0,0,64.5,253.6,570.4,10/11/2015 18:00,3.2,6/11/2015 5:00,0,76,VALLE DEL CAUCA,76892,YUMBO,Fija
"19,566",CAR,COLEGIO RAQUIRA,5.5374681,-73.63499965,PM10,ugm3,24,"2,015",81.3,"26,416.31",325,89,0,0,81.2,83.2,84.1,26/03/2015,78.8,30/09/2015,0,15,BOYACÁ,15600,RÁQUIRA,Fija
"8,218",SDA,CARVAJAL - SEVILLANA,4.595617,-74.148583,PM10,ugm3,1,"2,015",86.5,"736,003","8,512",97,0,0,81,190,448,6/10/2015 7:00,7,22/06/2015 1:00,0,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Fija
"8,218",SDA,CARVAJAL - SEVILLANA,4.595617,-74.148583,PM10,ugm3,24,"2,015",86.5,"30,690.28",355,97,103,29.01,86,139.8,162.4,30/06/2015 0:00,35.3,3/4/2015 0:00,103,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Fija
"8,224",CRC,GUACHENÉ,3.133001,-76.392256,PM10,ugm3,1,"2,015",87.1,"14,630.33",168,2,0,0,77.7,213.4,247.4,16/08/2015 18:00,9,14/08/2015 23:00,0,19,CAUCA,19300,GUACHENÉ,Indicativa
"8,224",CRC,GUACHENÉ,3.133001,-76.392256,PM10,ugm3,24,"2,015",87.4,611.82,7,2,0,0,89.2,96.2,96.3,13/08/2015 0:00,76,15/08/2015 0:00,0,19,CAUCA,19300,GUACHENÉ,Indicativa
"8,227",CRC,VILLA RICA,3.172729,-76.459048,PM10,ugm3,1,"2,015",90.7,"14,964.72",165,2,0,0,91.1,139.4,143.2,7/9/2015 15:00,20.8,3/9/2015 17:00,0,19,CAUCA,19845,VILLA RICA,Indicativa
"8,227",CRC,VILLA RICA,3.172729,-76.459048,PM10,ugm3,24,"2,015",91.2,638.4,7,2,1,14.29,91.8,100.2,100.7,9/9/2015 0:00,80.6,4/9/2015 0:00,1,19,CAUCA,19845,VILLA RICA,Indicativa
"8,225",CRC,PUERTO TEJADA,3.2299,-76.419262,PM10,ugm3,1,"2,015",95.3,"15,730.32",165,2,0,0,98.7,157.9,214,2/9/2015 15:00,19.6,1/9/2015 0:00,0,19,CAUCA,19573,PUERTO TEJADA,Indicativa
"8,225",CRC,PUERTO TEJADA,3.2299,-76.419262,PM10,ugm3,24,"2,015",95.9,671.1,7,2,1,14.29,96.3,108.5,109.9,2/9/2015 0:00,82.6,31/08/2015 0:00,1,19,CAUCA,19573,PUERTO TEJADA,Indicativa
"30,768",CORANTIOQUIA,CA. VALDIVIA 2016,7.290833,-75.392222,PM10,ugm3,24,"2,016",13.8,193.05,14,4,0,0,13,22.2,23.6,24/10/2016,9,28/10/2016,0,5,ANTIOQUIA,5854,VALDIVIA,Indicativa
"8,905",CAM,CORHUILA,2.930678,-75.265108,PM10,ugm3,24,"2,016",14.3,"1,856.16",130,71,0,0,13.8,26.8,27.9,10/06/2016 - 24/06/2016,6.2,20/11/2016,0,41,HUILA,41001,NEIVA,Fija
"30,788",CORANTIOQUIA,CA. BURITICÁ 2016,6.719444,-75.906667,PM10,ugm3,24,"2,016",14.5,231.48,16,4,0,0,14,18.9,19.1,11/11/2016,11.1,15/11/2016,0,5,ANTIOQUIA,5113,BURITICÁ,Indicativa
"8,805",CORPONARIÑO,UNIMAR,1.223796,-77.283628,PM10,ugm3,24,"2,016",16.4,"1,179.80",72,59,0,0,16.4,33.5,43.3,18/09/2016,1.7,23/07/2016 - 26/07/2016,0,52,NARIÑO,52001,PASTO,Fija
"30,753",CORANTIOQUIA,CA. TARAZÁ 2016,7.585833,-75.400833,PM10,ugm3,24,"2,016",33,759.04,23,6,1,4.35,27.2,83.1,113.4,16/09/2016,21.2,31/08/2016,1,5,ANTIOQUIA,5790,TARAZÁ,Indicativa
"30,793",CORANTIOQUIA,CA. BETANIA 2016,5.746667,-75.977778,PM10,ugm3,24,"2,016",17.3,103.53,6,2,0,0,17.5,19.7,19.8,15/12/2016,14.2,14/12/2016,0,5,ANTIOQUIA,5091,BETANIA,Indicativa
"9,117",CAM,CAM NORTE,2.9625,-75.297467,PM10,ugm3,24,"2,016",30.3,"3,944.46",130,71,0,0,28.7,46.9,48.3,7/1/2016,13.9,2/12/2016,0,41,HUILA,41001,NEIVA,Fija
"9,050",CORPOCESAR,RINCÓN HONDO,9.393972,-73.490083,PM10,ugm3,24,"2,016",30.8,"3,204.02",104,85,0,0,25.9,75.1,88.8,26/03/2016,6.2,1/5/2016,0,20,CESAR,20178,CHIRIGUANÁ,Fija
"99,999",CORANTIOQUIA,CAUCASIA,7.992933,-75.198303,PM10,ugm3,24,"2,016",31,"3,130.26",101,28,1,0.99,28.4,52.3,103.3,26/01/2016,9.8,20/11/2016,1,5,ANTIOQUIA,5154,CAUCASIA,Fija
"8,234",CORPOCALDAS,MILÁN,5.046763,-75.480285,PM10,ugm3,24,"2,016",32,"2,560",80,66,0,0,31,50.8,88,4/2/2016,14,25/09/2016,0,17,CALDAS,17001,MANIZALES,Fija
"8,211",SDA,GUAYMARAL,4.783733,-74.043783,PM10,ugm3,1,"2,016",32.1,"255,356","7,958",91,0,0,27,88,182,20/01/2016 10:00,1,5/11/2016 2:00,0,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Fija
"8,211",SDA,GUAYMARAL,4.783733,-74.043783,PM10,ugm3,24,"2,016",32.1,"10,622.25",331,90,0,0,28.6,69.6,75.2,8/3/2016 0:00,8.7,1/5/2016 0:00,0,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Fija
"8,247",CAR,LOS SAUCES,4.525166711,-74.2435349,PM10,ugm3,24,"2,016",32.7,"5,206.06",159,43,6,3.77,27.6,117.2,202.3,12/12/2016 0:00,6.3,30/06/2016 0:00,6,25,CUNDINAMARCA,25740,SIBATÉ,Fija
"9,019",CRC,EDIFICIO EDGAR NEGRET,2.445161,-76.605444,PM10,ugm3,24,"2,016",32.7,"1,176.39",36,N/A,0,0,32.8,34.2,34.2,8/11/2016,29.5,19/11/2016,0,19,CAUCA,19001,POPAYÁN,Fija
"30,762",CORANTIOQUIA,CA. ITUANGO 2016,7.172222,-75.764444,PM10,ugm3,24,"2,016",19.6,372.69,19,5,0,0,17.8,27.7,28.2,15/10/2016,13.4,10/10/2016,0,5,ANTIOQUIA,5361,ITUANGO,Indicativa
"8,254",CAR,COGUA-PTAR I,5.054945225,-73.97698601,PM10,ugm3,1,"2,016",19.7,"77,895.46","3,958",45,0,0,16,63,150,10/8/2016 14:00,1,07/06/2016 23:00:00 - 19/06/2016 02:00:00 - 21/06/2016 13:00:00 - 21/06/2016 14:00:00 - 26/06/2016 03:00:00 - 30/06/2016 14:00:00 - 01/07/2016 12:00:00 - 02/07/2016 16:00:00 - 05/07/2016 15:00:00 - 05/07/2016 16:00:00 - 07/07/2016 15:00:00 - 10/07/2016 15:00:00 - 10/07/2016 16:00:00 - 16/07/2016 17:00:00 - 17/07/2016 13:00:00 - 17/07/2016 17:00:00 - 02/08/2016 11:00:00 - 18/08/2016 18:00:00 - 11/09/2016 13:00:00 - 12/10/2016 17:00:00 - 12/10/2016 18:00:00 - 17/11/2016 17:00:00 - 19/11/2016 13:00:00 - 24/11/2016 14:00:00 - 03/12/2016 15:00:00 - 03/12/2016 17:00:00 - 04/12/2016 11:00:00 - 04/12/2016 12:00:00,0,25,CUNDINAMARCA,25200,COGUA,Fija
"8,254",CAR,COGUA-PTAR I,5.054945225,-73.97698601,PM10,ugm3,24,"2,016",19.7,"3,207.10",163,45,0,0,19.8,33.8,39.7,26/10/2016 0:00,7.2,6/7/2016 0:00,0,25,CUNDINAMARCA,25200,COGUA,Fija
"30,090",CORPOCESAR,SEMINARIO,10.511086,-73.284464,PM10,ugm3,24,"2,016",20.4,"2,384.05",117,96,0,0,18.5,41.9,51.3,7/4/2016,6.8,31/10/2016,0,20,CESAR,20001,VALLEDUPAR,Fija
"30,792",CORANTIOQUIA,CA. HISPANIA 2016,5.798889,-75.907778,PM10,ugm3,24,"2,016",20.7,206.85,10,3,0,0,20.8,22.1,22.2,8/12/2016,18.6,10/12/2016,0,5,ANTIOQUIA,5353,HISPANIA,Indicativa
"19,664",CARDER,RÍO RISARALDA,4.930789,-75.863733,PM10,ugm3,24,"2,016",21.1,"1,246.13",59,16,0,0,20,38.2,58.2,12/3/2016,8.2,10/4/2016,0,66,RISARALDA,66400,LA VIRGINIA,Fija
"9,144",CRQ,COMFENALCO,4.535556,-75.671111,PM10,ugm3,24,"2,016",21.5,"2,649",123,34,0,0,21,26.6,29,29/03/2016,18,16/05/2016 - 24/06/2016 - 13/07/2016 - 25/07/2016 - 02/08/2016 - 03/08/2016 - 12/08/2016 - 13/08/2016 - 17/08/2016 - 02/09/2016 - 06/09/2016 - 10/09/2016 - 21/10/2016,0,63,QUINDÍO,63001,ARMENIA,Fija
"30,795",CORANTIOQUIA,CA. ANORÍ 2016,7.073333,-75.147222,PM10,ugm3,24,"2,016",22.3,133.72,6,2,0,0,18.6,41.9,44.1,12/12/2016,13.1,16/12/2016,0,5,ANTIOQUIA,5040,ANORÍ,Indicativa
"30,700",CORNARE,UCO,6.149444,-75.366139,PM10,ugm3,24,"2,016",22.9,"3,527.17",154,42,0,0,21.9,35.2,41.7,21/11/2016,14.2,10/10/2016,0,5,ANTIOQUIA,5615,RIONEGRO,Indicativa
"29,384",CVS,UNISINU,8.767719,-75.885472,PM10,ugm3,24,"2,016",23,483.66,21,11,0,0,19.4,43.2,46.4,28/06/2016,8,2/6/2016,0,23,CÓRDOBA,23001,MONTERÍA,Indicativa
"30,786",CORANTIOQUIA,CA. JARDÍN 2016,5.600278,-75.819444,PM10,ugm3,24,"2,016",23.8,190.05,8,2,0,0,21.4,33.2,33.7,24/11/2016,19.8,29/11/2016,0,5,ANTIOQUIA,5364,JARDÍN,Indicativa
"99,999",CORPOCALDAS,LICORERA,5.068541,-75.517201,PM10,ugm3,24,"2,016",24.3,"1,700",70,57,0,0,21,62.1,75,25/06/2016,8,20/01/2016 - 26/05/2016,0,17,CALDAS,17001,MANIZALES,Fija
"9,085",AMVA,HOSPITAL S.V. PAUL,6.436,-75.333431,PM10,ugm3,24,"2,016",32.8,"2,523.80",77,63,1,1.3,28.3,92.7,101.1,18/03/2016,7.9,17/11/2016,1,5,ANTIOQUIA,5079,BARBOSA,Fija
"30,729",CORANTIOQUIA,CA. CALDAS 2016,6.10124,-75.666404,PM10,ugm3,24,"2,016",25.1,601.81,24,7,0,0,24.6,35.9,38.9,2/7/2016,17.9,3/7/2016,0,5,ANTIOQUIA,5129,CALDAS,Indicativa
"26,288",CVS,UPB,8.804631,-75.850537,PM10,ugm3,24,"2,016",25.6,793.99,31,N/A,0,0,23.6,57.6,60.6,27/07/2016,3.6,22/06/2016,0,23,CÓRDOBA,23001,MONTERÍA,Indicativa
"30,691",CORPOCESAR,CASACARÁ,9.831778,-73.299361,PM10,ugm3,24,"2,016",26.2,"2,334.08",89,73,0,0,22.5,58.9,75,1/4/2016,7.1,28/10/2016,0,20,CESAR,20013,AGUSTÍN CODAZZI,Fija
"9,172",CAR,MADRID-PTAR I,4.724619444,-74.25440833,PM10,ugm3,24,"2,016",26.3,552.26,21,11,0,0,18.7,59.3,59.4,21/06/2016,0.4,30/04/2016,0,25,CUNDINAMARCA,25430,MADRID,Fija
"30,643",CORANTIOQUIA,CA. S. AND. DE CUERQUIA 2015,6.914167,-75.672222,PM10,ugm3,24,"2,016",26.5,345,13,4,0,0,28.8,31.3,31.7,31/12/2015,18.7,5/1/2016,0,5,ANTIOQUIA,5647,SAN ANDRÉS DE CUERQUÍA,Indicativa
"28,202",SDA,SAN CRISTÓBAL,4.57265,-74.0838,PM10,ugm3,1,"2,016",27,"212,019.55","7,856",89,0,0,19,101,335.3,17/01/2016 16:00,1,11/7/2016 2:00,0,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Fija
"28,202",SDA,SAN CRISTÓBAL,4.57265,-74.0838,PM10,ugm3,24,"2,016",27.2,"8,890.57",327,89,0,0,22.3,70.8,90.2,17/01/2016 0:00,6.4,15/05/2016 0:00,0,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Fija
"8,252",CAR,EMAFEZ,5.010012989,-74.00274345,PM10,ugm3,24,"2,016",27.7,"4,095.04",148,40,0,0,25.1,63.3,80.1,23/08/2016 0:00,8.5,1/5/2016 0:00,0,25,CUNDINAMARCA,25899,ZIPAQUIRÁ,Fija
"8,252",CAR,EMAFEZ,5.010012989,-74.00274345,PM10,ugm3,1,"2,016",28.1,"102,712.61","3,649",42,0,0,22,103.1,317,6/10/2016 12:00,1,02/05/2016 04:00:00 - 12/06/2016 16:00:00 - 24/07/2016 16:00:00 - 30/07/2016 18:00:00 - 02/10/2016 12:00:00,0,25,CUNDINAMARCA,25899,ZIPAQUIRÁ,Fija
"19,661",CARDER,CENTRO TRADICIONAL,4.818333,-75.698889,PM10,ugm3,24,"2,016",28.7,"1,464.96",51,N/A,0,0,29.4,42.1,48.7,13/01/2016,12.3,14/11/2016,0,66,RISARALDA,66001,PEREIRA,Fija
"99,999",CARDER,PEREIRA-CARDER,4.807208,-75.71925,PM10,ugm3,24,"2,016",29.2,"3,275.54",112,31,0,0,29,51.8,56.5,28/04/2016,7.6,17/04/2016,0,66,RISARALDA,66001,PEREIRA,Fija
"8,247",CAR,LOS SAUCES,4.525166711,-74.2435349,PM10,ugm3,1,"2,016",33.2,"123,965.52","3,739",43,0,0,20,155,794,12/12/2016 8:00,1,17/07/2016 14:00:00 - 21/07/2016 12:00:00 - 30/10/2016 12:00:00,0,25,CUNDINAMARCA,25740,SIBATÉ,Fija
"8,986",DAGMA,LA FLORA,3.490514,-76.521225,PM10,ugm3,24,"2,016",33.2,"11,723.57",353,96,0,0,34.5,56.1,68.9,19/01/2016 0:00,9.5,9/10/2016 0:00,0,76,VALLE DEL CAUCA,76001,CALI,Fija
"8,777",CVC,ESTACIÓN YUMBO,3.580833,-76.488333,PM10,ugm3,24,"2,016",33.4,"3,669.26",110,60,0,0,34.9,54.4,65.6,29/09/2016,2.8,15/08/2016,0,76,VALLE DEL CAUCA,76892,YUMBO,Fija
"8,986",DAGMA,LA FLORA,3.490514,-76.521225,PM10,ugm3,1,"2,016",33.4,"272,564.60","8,160",93,0,0,29.6,92.9,199.7,19/01/2016 22:00,0.1,11/10/2016 15:00:00 - 13/10/2016 18:00:00,0,76,VALLE DEL CAUCA,76001,CALI,Fija
"26,181",CORPAMAG,DON JACA,11.098474,-74.218844,PM10,ugm3,24,"2,016",34,"3,059.20",90,74,0,0,31.9,63.5,70.2,25/03/2016,9.4,27/10/2016,0,47,MAGDALENA,47001,SANTA MARTA,Fija
"8,204",CDMB,CIUDADELA,7.106365,-73.123611,PM10,ugm3,1,"2,016",34.1,"139,847.81","4,099",47,0,0,31.9,68.2,946,9/8/2016 18:00,2.2,21/07/2016 22:00:00 - 21/07/2016 23:00:00 - 22/07/2016 00:00:00,0,68,SANTANDER,68001,BUCARAMANGA,Fija
"8,204",CDMB,CIUDADELA,7.106365,-73.123611,PM10,ugm3,24,"2,016",34.1,"5,733.82",168,46,0,0,33.3,53.2,77.6,9/8/2016 0:00,15.7,20/11/2016 0:00,0,68,SANTANDER,68001,BUCARAMANGA,Fija
"30,815",CORPOBOYACA,BOMBEROS,5.770917,-72.937964,PM10,ugm3,1,"2,016",34.2,"241,288.74","7,060",80,0,0,28.6,98.9,192.1,18/03/2016 13:00,1.2,18/07/2016 9:00,0,15,BOYACÁ,15491,NOBSA,Fija
"30,815",CORPOBOYACA,BOMBEROS,5.770917,-72.937964,PM10,ugm3,24,"2,016",34.2,"10,151.77",297,81,0,0,32.8,72.6,89.7,21/03/2016 0:00,6.8,17/11/2016 0:00,0,15,BOYACÁ,15491,NOBSA,Fija
"8,983",CORPOGUAJIRA,CUESTECITAS,11.182,-72.608167,PM10,ugm3,24,"2,016",34.2,684.31,20,16,0,0,31.8,53,54.8,13/02/2016,21.6,22/02/2016,0,44,LA GUAJIRA,44035,ALBANIA,Fija
"8,215",SDA,MINAMBIENTE,4.62555,-74.066867,PM10,ugm3,1,"2,016",34.4,"294,829.55","8,581",98,0,0,26.3,99.6,170,21/01/2016 10:00,4.9,17/05/2016 23:00,0,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Fija
"8,215",SDA,MINAMBIENTE,4.62555,-74.066867,PM10,ugm3,24,"2,016",34.4,"12,242",356,97,0,0,29.8,73.1,94.2,3/2/2016 0:00,14.1,10/7/2016 0:00,0,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Fija
"19,662",CARDER,BALALAIKA,4.831314,-75.680569,PM10,ugm3,24,"2,016",34.6,"7,963.64",230,63,0,0,34.5,53.8,68.5,4/4/2016,8.9,12/4/2016,0,66,RISARALDA,66170,DOSQUEBRADAS,Fija
"30,810",CORPOBOYACA,SENA,5.756944,-72.908333,PM10,ugm3,1,"2,016",34.6,"135,733.25","3,921",45,0,0,29.5,91,911.2,31/10/2016 7:00,3.4,23/09/2016 16:00,0,15,BOYACÁ,15759,SOGAMOSO,Fija
"30,810",CORPOBOYACA,SENA,5.756944,-72.908333,PM10,ugm3,24,"2,016",34.6,"5,709.49",165,45,0,0,31.2,63.8,96.9,31/10/2016 0:00,8.4,27/09/2016 0:00,0,15,BOYACÁ,15759,SOGAMOSO,Fija
"8,258",CORTOLIMA,CORTOLIMA,4.433181,-75.211139,PM10,ugm3,24,"2,016",34.6,"9,938.41",287,78,0,0,32.2,67.9,89,11/3/2016,17,7/7/2016,0,73,TOLIMA,73001,IBAGUÉ,Fija
"8,249",CAR,ALCALDÍA,4.719539118,-73.96873782,PM10,ugm3,24,"2,016",34.7,"9,058.24",261,71,0,0,34.1,41.3,43.3,20/08/2016 0:00,30.6,7/6/2016 0:00,0,25,CUNDINAMARCA,25377,LA CALERA,Fija
"8,249",CAR,ALCALDÍA,4.719539118,-73.96873782,PM10,ugm3,1,"2,016",34.8,"220,059.00","6,331",72,0,0,34.1,44.6,67.2,20/06/2016 0:00,28.2,17/07/2016 11:00,0,25,CUNDINAMARCA,25377,LA CALERA,Fija
"30,790",CORANTIOQUIA,CA. VENECIA 2016,5.964167,-75.735556,PM10,ugm3,24,"2,016",34.8,278.08,8,2,0,0,33.8,39.6,39.8,7/12/2016,32.2,6/12/2016,0,5,ANTIOQUIA,5861,VENECIA,Indicativa
"26,184",CORPAMAG,COSTA VERDE,11.022095,-74.246364,PM10,ugm3,24,"2,016",34.8,"2,814.90",81,66,1,1.23,29.7,86.9,120.6,21/02/2016,11.3,20/11/2016,1,47,MAGDALENA,47189,CIÉNAGA,Fija
"9,053",CORPOCESAR,ESTACIÓN CHIRIGUANÁ,9.363639,-73.607083,PM10,ugm3,24,"2,016",34.8,"4,102.94",118,97,0,0,28.5,82.2,89.7,26/03/2016,5,26/08/2016,0,20,CESAR,20178,CHIRIGUANÁ,Fija
"8,213",SDA,C. ALTO RENDIMIENTO,4.658467,-74.083967,PM10,ugm3,24,"2,016",34.9,"11,722.98",336,92,0,0,31,78.1,86.1,24/11/2016 0:00,6.9,22/05/2016 0:00,0,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Fija
"30,812",CORPAMAG,SANTA MARTA,11.240278,-74.216667,PM10,ugm3,24,"2,016",35,280.1,8,7,0,0,31.5,50.1,50.6,17/12/2016,20.2,5/12/2016,0,47,MAGDALENA,47001,SANTA MARTA,Fija
"8,213",SDA,C. ALTO RENDIMIENTO,4.658467,-74.083967,PM10,ugm3,1,"2,016",35.3,"270,384.80","7,660",87,0,0,28,104,184,7/12/2016 0:00,1,21/07/2016 03:00:00 - 25/07/2016 21:00:00,0,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Fija
"26,182",CORPAMAG,ALCATRACES,11.085883,-74.217418,PM10,ugm3,24,"2,016",35.4,"3,578.20",101,83,0,0,30.1,77.7,79.9,28/03/2016,6.5,5/12/2016,0,47,MAGDALENA,47001,SANTA MARTA,Fija
"9,042",CORPOCESAR,LA JAGUA CENTRO,9.559417,-73.329667,PM10,ugm3,24,"2,016",35.6,"3,669.88",103,84,5,4.85,20.1,131.2,232.1,23/03/2016,7.2,10/10/2016,5,20,CESAR,20400,LA JAGUA DE IBIRICO,Fija
"30,109",DAGMA,CAÑAVERALEJO,3.415389,-76.549347,PM10,ugm3,24,"2,016",35.7,"11,668.14",327,89,0,0,35.2,52.8,74.9,2/12/2016 0:00,15.2,14/11/2016 0:00,0,76,VALLE DEL CAUCA,76001,CALI,Fija
"30,109",DAGMA,CAÑAVERALEJO,3.415389,-76.549347,PM10,ugm3,1,"2,016",35.8,"279,021.22","7,801",89,0,0,33.5,82.1,161.6,28/05/2016 10:00,0.2,23/10/2016 10:00,0,76,VALLE DEL CAUCA,76001,CALI,Fija
"8,990",CORPOCALDAS,LICEO ISABEL LA CATÓLICA,5.068207,-75.511017,PM10,ugm3,24,"2,016",35.9,"2,873",80,66,0,0,34,58.5,77,21/06/2016,13,2/8/2016,0,17,CALDAS,17001,MANIZALES,Fija
"8,288",DAGMA,PANCE,3.305339,-76.532581,PM10,ugm3,1,"2,016",36.5,"283,096","7,753",88,0,0,35,75,160,17/06/2016 10:00,1,09/10/2016 10:00:00 - 04/11/2016 01:00:00 - 19/11/2016 12:00:00 - 26/11/2016 10:00:00,0,76,VALLE DEL CAUCA,76001,CALI,Fija
"8,288",DAGMA,PANCE,3.305339,-76.532581,PM10,ugm3,24,"2,016",36.7,"11,491.81",313,86,0,0,37,58.2,67,22/01/2016 0:00,12.2,19/11/2016 0:00,0,76,VALLE DEL CAUCA,76001,CALI,Fija
"9,101",AMVA,HOSPITAL STA. MARG.,6.352639,-75.508139,PM10,ugm3,24,"2,016",37,"2,704",73,60,0,0,33.9,84.3,92.7,15/03/2016,15.1,9/10/2016,0,5,ANTIOQUIA,5212,COPACABANA,Fija
"20,395",CORPOBOYACA,HOSPITAL,5.713364,-72.931361,PM10,ugm3,1,"2,016",37,"313,699.50","8,475",96,0,0,34,91,220,15/01/2016 11:00,1,01/05/2016 16:00:00 - 09/05/2016 07:00:00 - 11/05/2016 10:00:00 - 12/05/2016 13:00:00 - 14/05/2016 07:00:00 - 15/05/2016 14:00:00 - 19/05/2016 01:00:00 - 22/05/2016 21:00:00 - 27/05/2016 12:00:00 - 30/05/2016 00:00:00 - 31/05/2016 04:00:00 - 02/07/2016 23:00:00 - 03/07/2016 08:00:00 - 03/07/2016 18:00:00 - 03/07/2016 21:00:00 - 05/07/2016 16:00:00 - 05/07/2016 18:00:00 - 06/07/2016 15:00:00 - 11/07/2016 03:00:00 - 13/07/2016 03:00:00 - 13/07/2016 10:00:00 - 14/07/2016 18:00:00 - 15/07/2016 10:00:00 - 17/07/2016 19:00:00 - 17/07/2016 23:00:00 - 02/08/2016 22:00:00 - 03/08/2016 08:00:00 - 10/08/2016 07:00:00 - 11/08/2016 12:00:00 - 12/08/2016 12:00:00 - 15/08/2016 12:00:00 - 26/08/2016 02:00:00 - 26/08/2016 22:00:00 - 11/09/2016 04:00:00 - 11/09/2016 10:00:00 - 12/09/2016 21:00:00 - 16/09/2016 14:00:00 - 18/09/2016 15:00:00 - 22/09/2016 21:00:00 - 01/10/2016 06:00:00,0,15,BOYACÁ,15759,SOGAMOSO,Fija
"20,395",CORPOBOYACA,HOSPITAL,5.713364,-72.931361,PM10,ugm3,24,"2,016",37,"13,211.28",357,98,0,0,36.2,60.2,76.6,4/6/2016 0:00,15.1,3/7/2016 0:00,0,15,BOYACÁ,15759,SOGAMOSO,Fija
"29,962",CVS,TERMINAL,8.749223,-75.867824,PM10,ugm3,24,"2,016",37.8,"1,324.05",35,N/A,0,0,38.3,71.9,88.5,27/07/2016,1.4,23/06/2016,0,23,CÓRDOBA,23001,MONTERÍA,Indicativa
